Nombre del Resort,Rate,Estrellas,Km de Freeride,Continente,Pais,Estado,Altitud,Facil,Intermedio,Dificil,Total de kilometros,Precio,Moneda,Tamaño del resort de esqui,Variedad de pistas,Fiabilidad de la nieve,Orientacion de mapas,Limpieza e higiene,Apres-ski,Snow parks,Esqui de fondo y senderos,pais,latitude,longitude,ISO Code
. Idre Fjäll,3.9,3.0,0.0,Europe,Sweden,Central Sweden,890.0,17.0,22.0,2.0,41,36.489999999999995,Swedish krona,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,SE,60.128161,18.643501,SWE
. Tandådalen/Hundfjället (Sälen),3.8,3.0,0.0,Europe,Sweden,Northern Sweden (Norrland),872.0,18.0,15.0,12.0,45,35.6,Swedish krona,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,SE,60.128161,18.643501,SWE
. Dundret Lapland – Gällivare,3.7,3.0,0.0,Europe,Sweden,Northern Sweden (Norrland),823.0,4.0,3.0,3.0,10,28.479999999999997,Swedish krona,2.0,2.4,,,,,,,SE,60.128161,18.643501,SWE
. Lindvallen/Högfjället (Sälen),3.7,2.0,0.0,Europe,Sweden,Northern Sweden (Norrland),887.0,22.0,17.0,3.0,42,35.6,Swedish krona,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,SE,60.128161,18.643501,SWE
. Vemdalsskalet,3.6,3.0,0.0,Europe,Sweden,Northern Sweden (Norrland),946.0,5.0,8.0,5.0,18,35.6,Swedish krona,2.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,SE,60.128161,18.643501,SWE
 Riksgränsen,3.4,4.0,0.0,Europe,Sweden,Northern Sweden (Norrland),909.0,10.0,10.0,1.0,21,33.375,Swedish krona,2.4,2.6,,,,,,,SE,60.128161,18.643501,SWE
. Tärnaby,3.3,3.0,0.0,Europe,Sweden,Northern Sweden (Norrland),789.0,10.0,4.0,6.0,20,36.489999999999995,Swedish krona,2.4,2.7,,,,,,,SE,60.128161,18.643501,SWE
taenndalen,3.0,,,Europe,Sweden,Northern Sweden (Norrland),1038.0,20.0,15.0,3.0,38,34.71,Swedish krona,2.8,3.0,,,,,,,SE,60.128161,18.643501,SWE
romme-alpin,3.0,,,Europe,Sweden,Central Sweden,407.0,13.0,8.0,2.0,23,32.93,Swedish krona,2.5,2.7,,,,,,,SE,60.128161,18.643501,SWE
lofsdalen,3.0,,,Europe,Sweden,Northern Sweden (Norrland),1125.0,13.0,9.0,5.0,27,30.705,Swedish krona,2.6,2.9,,,,,,,SE,60.128161,18.643501,SWE
klaeppen,3.0,,,Europe,Sweden,Northern Sweden (Norrland),665.0,18.0,5.0,9.0,32,34.265,Swedish krona,2.7,3.0,,,,,,,SE,60.128161,18.643501,SWE
branaes,3.0,,,Europe,Sweden,Central Sweden,567.0,17.0,5.0,1.0,23,34.71,Swedish krona,2.5,2.7,,,,,,,SE,60.128161,18.643501,SWE
stoeten,2.9,,,Europe,Sweden,Northern Sweden (Norrland),830.0,26.0,3.0,3.0,32,34.265,Swedish krona,2.7,2.9,,,,,,,SE,60.128161,18.643501,SWE
ramundberget,2.9,,,Europe,Sweden,Northern Sweden (Norrland),1000.0,7.6,9.4,8.0,25,36.489999999999995,Swedish krona,2.5,2.9,,,,,,,SE,60.128161,18.643501,SWE
bjoernrike,2.8,,,Europe,Sweden,Northern Sweden (Norrland),946.0,8.0,4.0,2.0,14,34.71,Swedish krona,2.2,2.5,,,,,,,SE,60.128161,18.643501,SWE
kloevsjoestorhogna,2.8,,,Europe,Sweden,Northern Sweden (Norrland),875.0,13.0,3.0,3.0,19,35.6,Swedish krona,2.4,2.7,,,,,,,SE,60.128161,18.643501,SWE
duvedtegefjaell,2.8,,,Europe,Sweden,Northern Sweden (Norrland),794.0,8.0,12.0,0.0,20,38.269999999999996,Swedish krona,2.4,2.4,,,,,,,SE,60.128161,18.643501,SWE
funaesdalsberget,2.8,,,Europe,Sweden,Northern Sweden (Norrland),1005.0,4.0,4.0,2.0,10,34.71,Swedish krona,2.0,2.3,,,,,,,SE,60.128161,18.643501,SWE
bjursaas-ski-center,2.8,,,Europe,Sweden,Central Sweden,394.0,5.6,4.1,2.9,12,28.479999999999997,Swedish krona,2.1,2.4,,,,,,,SE,60.128161,18.643501,SWE
abisko,1.4,,,Europe,Sweden,Northern Sweden (Norrland),900.0,0.0,0.0,2.0,2,0.0,-,1.4,1.0,,,,,,,SE,60.128161,18.643501,SWE
alebacken,1.1,,,Europe,Sweden,South Sweden (Sydsverige),60.0,0.4,0.0,0.0,0,14.239999999999998,Swedish krona,1.1,1.0,,,,,,,SE,60.128161,18.643501,SWE
baalsta-haabo,1.1,,,Europe,Sweden,Central Sweden,50.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,SE,60.128161,18.643501,SWE
bryngfjordsbacken,1.1,,,Europe,Sweden,Central Sweden,96.0,0.3,0.0,0.0,0,8.9,Swedish krona,1.1,1.0,,,,,,,SE,60.128161,18.643501,SWE
fjaetervaalen,2.4,,,Europe,Sweden,Central Sweden,985.0,13.2,4.4,2.5,20,32.93,Swedish krona,2.4,2.7,,,,,,,SE,60.128161,18.643501,SWE
galtis-arjeplog,1.9,,,Europe,Sweden,Northern Sweden (Norrland),800.0,3.0,4.0,0.5,7,23.14,Swedish krona,1.9,2.1,,,,,,,SE,60.128161,18.643501,SWE
getberget-fraensta,1.2,,,Europe,Sweden,Northern Sweden (Norrland),289.0,0.5,0.2,0.0,0,8.9,Swedish krona,1.2,1.2,,,,,,,SE,60.128161,18.643501,SWE
hammarbybacken-stockholm,1.3,,,Europe,Sweden,Central Sweden,95.0,1.5,0.5,0.0,2,20.025,Swedish krona,1.3,1.3,,,,,,,SE,60.128161,18.643501,SWE
hassela,2.3,,,Europe,Sweden,Central Sweden,450.0,10.2,4.9,0.9,16,30.705,Swedish krona,2.3,2.5,,,,,,,SE,60.128161,18.643501,SWE
idre-himmelfjaell,1.3,,,Europe,Sweden,Central Sweden,750.0,1.0,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,SE,60.128161,18.643501,SWE
isaberg-hestra,1.7,,,Europe,Sweden,South Sweden (Sydsverige),309.0,2.0,3.2,0.8,6,32.04,Swedish krona,1.7,2.0,,,,,,,SE,60.128161,18.643501,SWE
jaervsoe,1.9,,,Europe,Sweden,Central Sweden,370.0,5.0,3.0,0.0,8,32.04,Swedish krona,1.9,1.9,,,,,,,SE,60.128161,18.643501,SWE
kaabdalis,2.0,,,Europe,Sweden,Northern Sweden (Norrland),570.0,4.0,3.0,2.0,9,28.479999999999997,Swedish krona,2.0,2.3,,,,,,,SE,60.128161,18.643501,SWE
kappruet,1.5,,,Europe,Sweden,Northern Sweden (Norrland),840.0,2.7,1.0,0.3,4,24.029999999999998,Swedish krona,1.5,1.7,,,,,,,SE,60.128161,18.643501,SWE
kullstabackenelefantberget-hammarstrand,1.3,,,Europe,Sweden,Northern Sweden (Norrland),383.0,1.3,0.8,0.6,2,16.91,Swedish krona,1.3,1.6,,,,,,,SE,60.128161,18.643501,SWE
kungsberget,1.9,,,Europe,Sweden,Central Sweden,306.0,2.5,2.5,2.5,7,32.04,Swedish krona,1.9,2.3,,,,,,,SE,60.128161,18.643501,SWE
praestberget,1.3,,,Europe,Sweden,Northern Sweden (Norrland),570.0,0.0,1.6,0.4,2,13.35,Swedish krona,1.3,1.3,,,,,,,SE,60.128161,18.643501,SWE
ragnhildsborgbacken-soedertaelje,1.1,,,Europe,Sweden,Central Sweden,67.0,0.3,0.0,0.0,0,10.68,Swedish krona,1.1,1.0,,,,,,,SE,60.128161,18.643501,SWE
saefsen,2.1,,,Europe,Sweden,Central Sweden,472.0,8.0,2.0,2.0,12,30.259999999999998,Swedish krona,2.1,2.4,,,,,,,SE,60.128161,18.643501,SWE
skoenviksbacken,1.2,,,Europe,Sweden,Northern Sweden (Norrland),175.0,0.2,0.7,0.0,0,14.239999999999998,Swedish krona,1.2,1.2,,,,,,,SE,60.128161,18.643501,SWE
sundsvall-sidsjoebacken,1.3,,,Europe,Sweden,Northern Sweden (Norrland),167.0,1.3,0.5,0.0,1,13.35,Swedish krona,1.3,1.3,,,,,,,SE,60.128161,18.643501,SWE
sundsvall-soedra-berget,1.3,,,Europe,Sweden,Northern Sweden (Norrland),243.0,0.7,0.5,0.1,1,13.35,Swedish krona,1.3,1.5,,,,,,,SE,60.128161,18.643501,SWE
taenndalsvallen,1.3,,,Europe,Sweden,Northern Sweden (Norrland),871.0,1.5,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,SE,60.128161,18.643501,SWE
vaardkasen-haernoesand,1.3,,,Europe,Sweden,Northern Sweden (Norrland),168.0,1.1,1.2,0.0,2,16.91,Swedish krona,1.3,1.3,,,,,,,SE,60.128161,18.643501,SWE
valbergsbacken-torsby,1.0,,,Europe,Sweden,Central Sweden,179.0,0.2,0.0,0.0,0,4.45,Swedish krona,1.0,1.0,,,,,,,SE,60.128161,18.643501,SWE
vallaasen,1.7,,,Europe,Sweden,South Sweden (Sydsverige),195.0,4.0,1.0,0.0,5,30.705,Swedish krona,1.7,1.7,,,,,,,SE,60.128161,18.643501,SWE
vargen,1.5,,,Europe,Sweden,Northern Sweden (Norrland),903.0,1.8,1.2,0.0,3,0.0,-,1.5,1.5,,,,,,,SE,60.128161,18.643501,SWE
vettenbacken-liden,1.3,,,Europe,Sweden,Northern Sweden (Norrland),189.0,0.3,0.4,0.3,1,4.45,Swedish krona,1.3,1.7,,,,,,,SE,60.128161,18.643501,SWE
Jasná Nízke Tatry – Chopok,4.0,5.0,4.5,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),2004.0,19.2,17.9,7.4,44,43.0,European Euro,3.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,SK,48.669026,19.699024,SVK
. Tatranská Lomnica,3.5,3.0,0.4,Europe,Slovakia,Presov (Presovsky kraj),2190.0,5.4,5.2,1.2,11,39.0,European Euro,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,SK,48.669026,19.699024,SVK
. Donovaly (Park Snow),3.3,2.0,0.0,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),1361.0,5.0,5.9,0.1,11,28.0,European Euro,2.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,SK,48.669026,19.699024,SVK
. Štrbské Pleso,3.1,1.0,0.7,Europe,Slovakia,Presov (Presovsky kraj),1840.0,2.7,5.6,0.0,8,34.0,European Euro,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,SK,48.669026,19.699024,SVK
vratna,2.8,,,Europe,Slovakia,Zilina (Zilinsky kraj),1709.0,2.0,9.0,4.0,15,30.0,European Euro,2.4,2.7,,,,,,,SK,48.669026,19.699024,SVK
velka-raca,2.8,,,Europe,Slovakia,Zilina (Zilinsky kraj),1041.0,5.0,6.0,1.0,12,30.0,European Euro,2.1,2.3,,,,,,,SK,48.669026,19.699024,SVK
ruzomberok-skipark,2.8,,,Europe,Slovakia,Zilina (Zilinsky kraj),1209.0,3.0,7.5,1.5,12,29.0,European Euro,2.2,2.5,,,,,,,SK,48.669026,19.699024,SVK
meander-skipark-oravice,2.8,,,Europe,Slovakia,Zilina (Zilinsky kraj),1055.0,2.0,5.5,0.0,7,25.0,European Euro,1.9,1.9,,,,,,,SK,48.669026,19.699024,SVK
bachledovajezerskofrankova,2.1,,,Europe,Slovakia,Presov (Presovsky kraj),1160.0,5.5,3.6,2.2,11,23.7,European Euro,2.1,2.4,,,,,,,SK,48.669026,19.699024,SVK
bacova-roven-vysna-boca,1.5,,,Europe,Slovakia,Zilina (Zilinsky kraj),1360.0,0.2,1.4,1.4,3,16.0,European Euro,1.5,1.7,,,,,,,SK,48.669026,19.699024,SVK
bane-jakubovany,1.3,,,Europe,Slovakia,Zilina (Zilinsky kraj),896.0,1.2,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,SK,48.669026,19.699024,SVK
brodok-porac,1.3,,,Europe,Slovakia,Kosice (Kosicky kraj),790.0,0.0,1.3,0.0,1,12.0,European Euro,1.3,1.0,,,,,,,SK,48.669026,19.699024,SVK
buce-rencisov,1.5,,,Europe,Slovakia,Presov (Presovsky kraj),1006.0,0.9,2.1,1.2,4,12.0,European Euro,1.5,1.8,,,,,,,SK,48.669026,19.699024,SVK
certovica,1.7,,,Europe,Slovakia,Zilina (Zilinsky kraj),1460.0,3.0,2.0,0.4,5,0.0,-,1.7,1.9,,,,,,,SK,48.669026,19.699024,SVK
chlmec-skipark,1.3,,,Europe,Slovakia,Presov (Presovsky kraj),495.0,0.4,1.1,0.0,1,16.0,European Euro,1.3,1.3,,,,,,,SK,48.669026,19.699024,SVK
chvatimech-valaska,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),773.0,0.5,0.5,0.0,1,0.0,-,1.3,1.3,,,,,,,SK,48.669026,19.699024,SVK
dobsinska-masa,1.1,,,Europe,Slovakia,Kosice (Kosicky kraj),850.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,SK,48.669026,19.699024,SVK
drienica,1.3,,,Europe,Slovakia,Presov (Presovsky kraj),1180.0,1.4,1.0,0.0,2,20.0,European Euro,1.3,1.3,,,,,,,SK,48.669026,19.699024,SVK
jakubkova-luka,1.3,,,Europe,Slovakia,Presov (Presovsky kraj),1200.0,1.0,0.0,0.0,1,35.0,European Euro,1.3,1.0,,,,,,,SK,48.669026,19.699024,SVK
janovky-milotin-zuberec,1.9,,,Europe,Slovakia,Zilina (Zilinsky kraj),995.0,5.0,2.5,0.0,7,19.0,European Euro,1.9,1.9,,,,,,,SK,48.669026,19.699024,SVK
jasenska-dolina-bela-dulice,1.7,,,Europe,Slovakia,Zilina (Zilinsky kraj),730.0,3.0,3.0,0.0,6,19.0,European Euro,1.7,1.7,,,,,,,SK,48.669026,19.699024,SVK
julius-vysna-slana,1.3,,,Europe,Slovakia,Kosice (Kosicky kraj),800.0,1.4,0.0,0.0,1,15.0,European Euro,1.3,1.0,,,,,,,SK,48.669026,19.699024,SVK
kalnica-sk,1.3,,,Europe,Slovakia,Trencin (Trenciansky kraj),350.0,0.8,0.5,0.0,1,15.0,European Euro,1.3,1.3,,,,,,,SK,48.669026,19.699024,SVK
kokava-linia,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),800.0,1.5,0.5,0.0,2,13.0,European Euro,1.3,1.3,,,,,,,SK,48.669026,19.699024,SVK
kosutka-hrinova,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),723.0,1.7,0.5,0.3,2,19.0,European Euro,1.3,1.6,,,,,,,SK,48.669026,19.699024,SVK
krahule,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),1056.0,0.9,1.8,0.0,2,23.0,European Euro,1.3,1.3,,,,,,,SK,48.669026,19.699024,SVK
kraliky,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),929.0,2.8,0.0,0.0,2,18.0,European Euro,1.3,1.0,,,,,,,SK,48.669026,19.699024,SVK
krpacovo,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),805.0,1.0,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,SK,48.669026,19.699024,SVK
kubinska-hola,2.3,,,Europe,Slovakia,Zilina (Zilinsky kraj),1396.0,2.0,10.0,2.0,14,27.0,European Euro,2.3,2.6,,,,,,,SK,48.669026,19.699024,SVK
latky-prasiva,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),1035.0,1.2,0.0,0.0,1,12.0,European Euro,1.3,1.0,,,,,,,SK,48.669026,19.699024,SVK
liptovske-revuce,1.5,,,Europe,Slovakia,Zilina (Zilinsky kraj),1100.0,0.1,3.2,0.0,3,19.0,European Euro,1.5,1.5,,,,,,,SK,48.669026,19.699024,SVK
lomnik-dacov-lom,1.1,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),520.0,0.5,0.0,0.0,0,12.0,European Euro,1.1,1.0,,,,,,,SK,48.669026,19.699024,SVK
makovica-nizna-polianka,1.2,,,Europe,Slovakia,Presov (Presovsky kraj),648.0,0.0,0.9,0.0,0,15.0,European Euro,1.2,1.0,,,,,,,SK,48.669026,19.699024,SVK
martinske-hole,1.7,,,Europe,Slovakia,Zilina (Zilinsky kraj),1456.0,2.0,3.0,0.0,5,30.0,European Euro,1.7,1.7,,,,,,,SK,48.669026,19.699024,SVK
myto-pod-dumbierom,1.5,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),900.0,1.0,3.0,0.0,4,22.0,European Euro,1.5,1.5,,,,,,,SK,48.669026,19.699024,SVK
opalisko-zavazna-poruba,1.5,,,Europe,Slovakia,Zilina (Zilinsky kraj),950.0,0.8,2.5,0.0,3,14.0,European Euro,1.5,1.5,,,,,,,SK,48.669026,19.699024,SVK
orava-snow-oravska-lesna,1.9,,,Europe,Slovakia,Zilina (Zilinsky kraj),940.0,3.5,3.6,0.5,7,24.0,European Euro,1.9,2.1,,,,,,,SK,48.669026,19.699024,SVK
oscadnica,1.2,,,Europe,Slovakia,Zilina (Zilinsky kraj),570.0,0.4,0.2,0.0,0,12.0,European Euro,1.2,1.2,,,,,,,SK,48.669026,19.699024,SVK
plejsy-krompachy,1.5,,,Europe,Slovakia,Kosice (Kosicky kraj),912.0,0.7,2.6,1.1,4,22.0,European Euro,1.5,1.8,,,,,,,SK,48.669026,19.699024,SVK
plese-podkonice,1.5,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),987.0,2.2,2.6,0.0,4,10.0,European Euro,1.5,1.5,,,,,,,SK,48.669026,19.699024,SVK
podbanske,1.3,,,Europe,Slovakia,Zilina (Zilinsky kraj),1050.0,1.9,0.1,0.0,2,12.0,European Euro,1.3,1.3,,,,,,,SK,48.669026,19.699024,SVK
poracska-dolina-porac-porac-park,1.3,,,Europe,Slovakia,Kosice (Kosicky kraj),808.0,1.5,0.8,0.6,2,12.0,European Euro,1.3,1.6,,,,,,,SK,48.669026,19.699024,SVK
rajecka-lesna,1.5,,,Europe,Slovakia,Zilina (Zilinsky kraj),870.0,1.5,1.7,0.0,3,16.0,European Euro,1.5,1.5,,,,,,,SK,48.669026,19.699024,SVK
rejdova,1.2,,,Europe,Slovakia,Kosice (Kosicky kraj),755.0,0.9,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,SK,48.669026,19.699024,SVK
rittenberg-fercekovce-spisska-nova-ves,1.2,,,Europe,Slovakia,Kosice (Kosicky kraj),607.0,0.0,0.9,0.0,0,0.0,-,1.2,1.0,,,,,,,SK,48.669026,19.699024,SVK
rohace-spalena,1.7,,,Europe,Slovakia,Zilina (Zilinsky kraj),1498.0,2.9,2.5,0.3,5,25.0,European Euro,1.7,1.9,,,,,,,SK,48.669026,19.699024,SVK
sachticky,2.0,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),1102.0,3.0,5.0,2.0,10,19.0,European Euro,2.0,2.3,,,,,,,SK,48.669026,19.699024,SVK
salamandra-resort-banska-stiavnica,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),850.0,0.2,1.4,0.0,1,25.0,European Euro,1.3,1.3,,,,,,,SK,48.669026,19.699024,SVK
selce-cachovo,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),650.0,1.3,1.0,0.0,2,16.0,European Euro,1.3,1.3,,,,,,,SK,48.669026,19.699024,SVK
serafinov-skalite,1.3,,,Europe,Slovakia,Zilina (Zilinsky kraj),780.0,0.0,1.5,0.0,1,0.0,-,1.3,1.0,,,,,,,SK,48.669026,19.699024,SVK
skalka,2.0,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),1252.0,5.0,3.1,1.5,9,23.0,European Euro,2.0,2.3,,,,,,,SK,48.669026,19.699024,SVK
ski-park-liptovska-teplicka,1.2,,,Europe,Slovakia,Presov (Presovsky kraj),990.0,0.2,0.4,0.0,0,14.0,European Euro,1.2,1.2,,,,,,,SK,48.669026,19.699024,SVK
ski-seven-zakamenne,1.5,,,Europe,Slovakia,Zilina (Zilinsky kraj),950.0,2.4,1.2,0.0,3,12.0,European Euro,1.5,1.5,,,,,,,SK,48.669026,19.699024,SVK
ski-taja-tatranska-javorina,1.3,,,Europe,Slovakia,Presov (Presovsky kraj),1150.0,1.0,0.4,0.0,1,0.0,-,1.3,1.3,,,,,,,SK,48.669026,19.699024,SVK
skipark-erika-kojsovska-hola,1.8,,,Europe,Slovakia,Kosice (Kosicky kraj),1230.0,3.0,1.0,1.0,5,17.0,European Euro,1.8,2.1,,,,,,,SK,48.669026,19.699024,SVK
skipark-racibor-oravsky-podzamok,1.9,,,Europe,Slovakia,Zilina (Zilinsky kraj),759.0,3.2,3.8,0.0,7,18.0,European Euro,1.9,1.9,,,,,,,SK,48.669026,19.699024,SVK
stary-smokovec-hrebienok,1.5,,,Europe,Slovakia,Presov (Presovsky kraj),1450.0,3.4,0.6,0.0,4,22.0,European Euro,1.5,1.5,,,,,,,SK,48.669026,19.699024,SVK
strednica-zdiar,1.7,,,Europe,Slovakia,Presov (Presovsky kraj),1081.0,4.2,1.3,0.0,5,20.0,European Euro,1.7,1.7,,,,,,,SK,48.669026,19.699024,SVK
tajov,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),640.0,1.0,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,SK,48.669026,19.699024,SVK
tale,1.3,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),870.0,0.4,2.0,0.4,2,17.0,European Euro,1.3,1.6,,,,,,,SK,48.669026,19.699024,SVK
telgart,1.5,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),1320.0,0.5,1.6,1.5,3,16.0,European Euro,1.5,1.8,,,,,,,SK,48.669026,19.699024,SVK
teplica-brezovica,1.3,,,Europe,Slovakia,Zilina (Zilinsky kraj),942.0,1.0,0.7,0.7,2,13.0,European Euro,1.3,1.7,,,,,,,SK,48.669026,19.699024,SVK
valcianska-dolina-valca-snowland,1.7,,,Europe,Slovakia,Zilina (Zilinsky kraj),830.0,1.5,3.6,0.5,5,33.0,European Euro,1.7,1.9,,,,,,,SK,48.669026,19.699024,SVK
velke-ostre,1.2,,,Europe,Slovakia,Zilina (Zilinsky kraj),640.0,0.2,0.5,0.0,0,10.0,European Euro,1.2,1.2,,,,,,,SK,48.669026,19.699024,SVK
vitanova,1.5,,,Europe,Slovakia,Zilina (Zilinsky kraj),968.0,2.2,1.9,0.0,4,20.0,European Euro,1.5,1.5,,,,,,,SK,48.669026,19.699024,SVK
zbojska,1.1,,,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),900.0,0.5,0.0,0.0,0,10.0,European Euro,1.1,1.0,,,,,,,SK,48.669026,19.699024,SVK
ziar-dolinky,1.2,,,Europe,Slovakia,Zilina (Zilinsky kraj),902.0,0.9,0.0,0.0,0,14.0,European Euro,1.2,1.0,,,,,,,SK,48.669026,19.699024,SVK
 Garmisch-Classic – Garmisch-Partenkirchen,3.8,4.0,3.0,Europe,Germany,Bavaria (Bayern),2050.0,13.9,19.5,16.0,49,43.0,European Euro,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,DE,51.165691,10.451526,DEU
. Arber,3.7,3.0,5.0,Europe,Germany,Bavaria (Bayern),1456.0,4.5,4.0,3.0,11,33.0,European Euro,2.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,DE,51.165691,10.451526,DEU
. Ofterschwang/Gunzesried – Ofterschwanger Horn,3.7,3.0,1.5,Europe,Germany,Bavaria (Bayern),1405.0,3.7,9.8,2.5,16,38.0,European Euro,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,DE,51.165691,10.451526,DEU
 Nebelhorn – Oberstdorf,3.7,4.0,0.9,Europe,Germany,Bavaria (Bayern),2224.0,2.8,5.1,4.0,11,47.0,European Euro,2.0,4.0,4.0,5.0,4.0,2.0,1.0,5.0,DE,51.165691,10.451526,DEU
. Söllereck – Oberstdorf,3.7,2.0,0.0,Europe,Germany,Bavaria (Bayern),1450.0,7.2,6.2,0.0,13,35.5,European Euro,2.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,DE,51.165691,10.451526,DEU
. Hörnerbahn – Bolsterlang,3.7,3.0,3.0,Europe,Germany,Bavaria (Bayern),1665.0,6.6,6.4,1.8,14,38.0,European Euro,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,DE,51.165691,10.451526,DEU
. Oberjoch (Bad Hindelang) – Iseler,3.7,3.0,6.0,Europe,Germany,Bavaria (Bayern),1559.0,6.0,24.0,2.0,32,38.0,European Euro,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,DE,51.165691,10.451526,DEU
. Sudelfeld – Bayrischzell,3.7,3.0,1.9,Europe,Germany,Bavaria (Bayern),1563.0,5.0,23.0,3.0,31,38.0,European Euro,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,DE,51.165691,10.451526,DEU
. Brauneck – Lenggries/Wegscheid,3.6,3.0,0.0,Europe,Germany,Bavaria (Bayern),1712.0,8.0,22.0,4.0,34,36.0,European Euro,3.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,DE,51.165691,10.451526,DEU
. Nesselwang – Alpspitze (Alpspitzbahn),3.5,2.0,0.7,Europe,Germany,Bavaria (Bayern),1463.0,5.7,1.6,0.0,7,30.0,European Euro,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,DE,51.165691,10.451526,DEU
. Spitzingsee-Tegernsee,3.5,3.0,0.0,Europe,Germany,Bavaria (Bayern),1580.0,8.5,7.5,4.0,20,35.0,European Euro,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,DE,51.165691,10.451526,DEU
. Feldberg – Seebuck/Grafenmatt/Fahl,3.5,3.0,0.0,Europe,Germany,Baden-Wurttemberg,1448.0,7.0,14.0,5.0,26,36.0,European Euro,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,DE,51.165691,10.451526,DEU
. Jenner – Schönau am Königssee,3.4,3.0,0.0,Europe,Germany,Bavaria (Bayern),1800.0,3.6,7.4,0.0,11,31.6,European Euro,2.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,DE,51.165691,10.451526,DEU
. Fichtelberg – Oberwiesenthal,3.3,2.0,0.0,Europe,Germany,Saxony (Sachsen),1215.0,6.8,6.1,2.6,15,26.0,European Euro,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,DE,51.165691,10.451526,DEU
. Grasgehren – Bolgengrat,3.3,2.0,1.0,Europe,Germany,Bavaria (Bayern),1700.0,3.1,8.5,0.0,11,26.0,European Euro,2.1,2.1,,,,,,,DE,51.165691,10.451526,DEU
. Alpenpark Neuss (indoor ski area),3.3,1.0,0.0,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),110.0,0.3,0.1,0.0,0,39.0,European Euro,1.0,2.0,5.0,2.0,5.0,5.0,3.0,1.0,DE,51.165691,10.451526,DEU
. Mitterdorf (Almberg) – Mitterfirmiansreut,3.3,2.0,0.0,Europe,Germany,Bavaria (Bayern),1139.0,2.5,2.5,1.0,6,23.0,European Euro,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,DE,51.165691,10.451526,DEU
. Balderschwang – Hochschelpen/Riedberger Horn,3.3,3.0,0.0,Europe,Germany,Bavaria (Bayern),1500.0,10.5,16.0,4.5,31,31.0,European Euro,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,DE,51.165691,10.451526,DEU
