Nombre del Resort,Rate,Estrellas,Km de Freeride,Continente,Pais,Estado,Altitud,Facil,Intermedio,Dificil,Total de kilometros,Precio,Moneda,Tamaño del resort de esqui,Variedad de pistas,Fiabilidad de la nieve,Orientacion de mapas,Limpieza e higiene,Apres-ski,Snow parks,Esqui de fondo y senderos,pais,latitude,longitude,ISO Code
tindaoexl-olafsfjoerdur,1.3,,,Europe,Iceland,Northeast Iceland,190.0,1.3,0.0,0.0,1,3.0549999999999997,Icelandic krona,1.3,1.0,,,,,,,IS,64.963051,-19.020835,ISL
tindastoll-saudarkrokur,1.3,,,Europe,Iceland,Northwest Iceland,690.0,0.6,1.8,0.0,2,18.2,Icelandic krona,1.3,1.3,,,,,,,IS,64.963051,-19.020835,ISL
sinaia,3.0,,,Europe,Romania,Prahova,2103.0,3.4,11.7,4.9,20,29.0,Romanian leu,2.6,2.9,,,,,,,RO,45.943161,24.96676,ROU
poiana-brasov,2.8,,,Europe,Romania,Brasov,1799.0,5.8,2.8,5.1,13,29.0,Romanian leu,2.3,2.6,,,,,,,RO,45.943161,24.96676,ROU
arena-platos,1.3,,,Europe,Romania,Sibiu,1442.0,2.6,0.0,0.0,2,16.6,Romanian leu,1.3,1.0,,,,,,,RO,45.943161,24.96676,ROU
arieseni-vartop,1.7,,,Europe,Romania,Bihor,1140.0,2.2,2.4,1.1,5,0.0,-,1.7,2.0,,,,,,,RO,45.943161,24.96676,ROU
azuga,2.0,,,Europe,Romania,Prahova,1539.0,2.5,5.5,0.0,8,22.0,Romanian leu,2.0,2.0,,,,,,,RO,45.943161,24.96676,ROU
balea-lac,2.3,,,Europe,Romania,Sibiu,2208.0,0.0,0.0,14.0,14,0.0,-,2.3,1.8,,,,,,,RO,45.943161,24.96676,ROU
bistrita,1.3,,,Europe,Romania,Bistrita-Nasaud,676.0,1.1,0.3,0.0,1,0.0,-,1.3,1.3,,,,,,,RO,45.943161,24.96676,ROU
borsec,1.3,,,Europe,Romania,Harghita,1072.0,0.7,1.0,0.3,2,0.0,-,1.3,1.6,,,,,,,RO,45.943161,24.96676,ROU
bunloc-sacele,1.6,,,Europe,Romania,Brasov,1170.0,0.1,2.9,0.0,3,0.0,-,1.6,1.6,,,,,,,RO,45.943161,24.96676,ROU
campulung-moldovenesc,1.5,,,Europe,Romania,Suceava,1218.0,3.0,0.0,0.0,3,0.0,-,1.5,1.0,,,,,,,RO,45.943161,24.96676,ROU
gura-humorului,1.3,,,Europe,Romania,Suceava,760.0,0.0,1.5,0.0,1,0.0,-,1.3,1.0,,,,,,,RO,45.943161,24.96676,ROU
harghita-bai,1.9,,,Europe,Romania,Harghita,1671.0,5.5,1.0,0.5,7,0.0,-,1.9,2.1,,,,,,,RO,45.943161,24.96676,ROU
iasi,1.1,,,Europe,Romania,Iasi,120.0,0.5,0.0,0.0,0,0.0,-,1.1,1.0,,,,,,,RO,45.943161,24.96676,ROU
madarasi-hargita,1.7,,,Europe,Romania,Harghita,1680.0,2.5,2.0,1.5,6,13.200000000000001,Romanian leu,1.7,2.1,,,,,,,RO,45.943161,24.96676,ROU
mogosa,1.6,,,Europe,Romania,Maramures,1246.0,2.0,2.4,0.0,4,0.0,-,1.6,1.6,,,,,,,RO,45.943161,24.96676,ROU
nemira-slanic-moldova,1.3,,,Europe,Romania,Bacau,720.0,1.4,0.0,0.0,1,16.0,Romanian leu,1.3,1.0,,,,,,,RO,45.943161,24.96676,ROU
paltinis,1.3,,,Europe,Romania,Sibiu,1667.0,0.0,1.6,0.0,1,18.0,Romanian leu,1.3,1.0,,,,,,,RO,45.943161,24.96676,ROU
parang,1.9,,,Europe,Romania,Hunedoara,1720.0,0.6,4.3,3.1,8,0.0,-,1.9,2.1,,,,,,,RO,45.943161,24.96676,ROU
piatra-neamt,1.3,,,Europe,Romania,Neamt,657.0,0.2,1.0,0.0,1,18.0,Romanian leu,1.3,1.3,,,,,,,RO,45.943161,24.96676,ROU
ranca-ro,1.5,,,Europe,Romania,Gorj,1918.0,0.6,1.4,1.4,3,0.0,-,1.5,1.8,,,,,,,RO,45.943161,24.96676,ROU
smart-ski-slopes-timisoara,1.0,,,Europe,Romania,Timis,95.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,RO,45.943161,24.96676,ROU
suior,1.5,,,Europe,Romania,Maramures,971.0,0.1,3.6,0.0,3,32.0,Romanian leu,1.5,1.5,,,,,,,RO,45.943161,24.96676,ROU
transalpina-vidravoineasa,1.8,,,Europe,Romania,Valcea,1940.0,3.8,2.3,0.0,6,17.0,Romanian leu,1.8,1.8,,,,,,,RO,45.943161,24.96676,ROU
nevis-range,3.0,,,Europe,United Kingdom,Scotland,1221.0,7.0,10.0,3.0,20,38.985,UK Pound,2.5,2.8,,,,,,,GB,55.378051,-3.435973,GBR
glenshee,2.9,,,Europe,United Kingdom,Scotland,900.0,24.0,10.0,2.0,36,33.9,UK Pound,2.8,3.0,,,,,,,GB,55.378051,-3.435973,GBR
glencoe-mountain,2.9,,,Europe,United Kingdom,Scotland,1070.0,7.0,10.0,7.3,24,36.16,UK Pound,2.6,3.0,,,,,,,GB,55.378051,-3.435973,GBR
cairngorm-mountain,2.8,,,Europe,United Kingdom,Scotland,1230.0,24.0,6.0,2.0,32,40.67999999999999,UK Pound,2.8,3.0,,,,,,,GB,55.378051,-3.435973,GBR
. Alpine Snowsports – Aldershot (dry slopes),1.0,2.0,0.0,Europe,United Kingdom,England,111.0,0.1,0.0,0.0,0,0.0,-,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,GB,55.378051,-3.435973,GBR
. Chill Factore – Manchester (indoor ski area),1.0,1.0,0.0,Europe,United Kingdom,England,50.0,0.2,0.0,0.0,0,66.66999999999999,UK Pound,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,GB,55.378051,-3.435973,GBR
. Pendle Ski Club (dry slopes),1.0,1.0,0.0,Europe,United Kingdom,England,267.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,GB,55.378051,-3.435973,GBR
. Snozone – Milton Keynes (indoor ski area),1.0,1.0,0.0,Europe,United Kingdom,England,141.0,0.5,0.0,0.0,0,56.488699999999994,UK Pound,1.0,1.0,5.0,2.0,4.0,2.0,3.0,1.0,GB,55.378051,-3.435973,GBR
. The Snow Centre – Hemel Hempstead (indoor ski area),1.0,1.0,0.0,Europe,United Kingdom,England,146.0,0.3,0.0,0.0,0,39.663,UK Pound,1.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,GB,55.378051,-3.435973,GBR
ackers-outdoor-activity-centre,1.0,,,Europe,United Kingdom,England,120.0,0.2,0.0,0.0,0,33.9,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
alford-snow-sports-centre,1.0,,,Europe,United Kingdom,Scotland,168.0,0.1,0.0,0.0,0,6.215,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
allenheads,1.3,,,Europe,United Kingdom,England,545.0,1.0,0.0,0.0,1,0.0,-,1.3,1.0,,,,,,,GB,55.378051,-3.435973,GBR
ancrum-outdoor-centre,1.0,,,Europe,United Kingdom,Scotland,97.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
basingstoke-skizone,1.0,,,Europe,United Kingdom,England,97.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
bassingbourn-snowsports-centre,1.0,,,Europe,United Kingdom,England,50.0,0.1,0.0,0.0,0,16.95,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
bowles-snowsports-centre,1.0,,,Europe,United Kingdom,England,120.0,0.1,0.0,0.0,0,36.16,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
bracknell-ski-centre,1.1,,,Europe,United Kingdom,England,85.0,0.2,0.1,0.0,0,29.379999999999995,UK Pound,1.1,1.1,,,,,,,GB,55.378051,-3.435973,GBR
brentwood-park-ski-and-snowboard-centre,1.0,,,Europe,United Kingdom,England,120.0,0.2,0.0,0.0,0,19.209999999999997,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
bromley-ski-and-snowboard-centre,1.0,,,Europe,United Kingdom,England,64.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
cardiff-ski-and-snowboard-centre,1.0,,,Europe,United Kingdom,Wales,38.0,0.1,0.0,0.0,0,13.559999999999999,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
carlisle-ski-club-yad-moss,1.5,,,Europe,United Kingdom,England,720.0,0.0,4.0,0.0,4,0.0,-,1.5,1.0,,,,,,,GB,55.378051,-3.435973,GBR
carlisle-snowsports,1.0,,,Europe,United Kingdom,England,25.0,0.1,0.0,0.0,0,13.559999999999999,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
chatham-ski-centre,1.0,,,Europe,United Kingdom,England,91.0,0.2,0.0,0.0,0,18.08,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
chelski-london,1.0,,,Europe,United Kingdom,England,7.0,0.1,0.0,0.0,0,45.143499999999996,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
christs-college-ski-club-guildford,1.0,,,Europe,United Kingdom,England,43.0,0.1,0.1,0.0,0,11.299999999999999,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
condor-dry-ski-slope,1.0,,,Europe,United Kingdom,Scotland,70.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
craigavon-ski-centre,1.0,,,Europe,United Kingdom,Northern Ireland (Tuaisceart Eireann),35.0,0.1,0.0,0.0,0,9.604999999999999,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
exeter-district-ski-club,1.0,,,Europe,United Kingdom,England,61.0,0.1,0.0,0.0,0,19.209999999999997,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
firpark-ski-centre,1.0,,,Europe,United Kingdom,Scotland,53.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
folkestone-ski-centre,1.0,,,Europe,United Kingdom,England,29.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
glasgow-ski-centre,1.0,,,Europe,United Kingdom,Scotland,38.0,0.1,0.1,0.0,0,7.909999999999999,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
glenmore-lodge,1.0,,,Europe,United Kingdom,Scotland,346.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
gloucester-ski-snowboard-centre,1.1,,,Europe,United Kingdom,England,116.0,0.5,0.0,0.0,0,35.029999999999994,UK Pound,1.1,1.0,,,,,,,GB,55.378051,-3.435973,GBR
gosling-sports-park,1.0,,,Europe,United Kingdom,England,95.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
halifax-ski-centre,1.0,,,Europe,United Kingdom,England,290.0,0.2,0.0,0.0,0,27.119999999999997,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
kendal-ski-centre,1.0,,,Europe,United Kingdom,England,67.0,0.2,0.0,0.0,0,6.779999999999999,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
kidsgrove-ski-centre,1.0,,,Europe,United Kingdom,England,167.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
knockhatch-ski-centre,1.0,,,Europe,United Kingdom,England,43.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
lake-district-ski-club-raise,1.5,,,Europe,United Kingdom,England,842.0,1.0,2.0,0.6,3,0.0,-,1.5,1.8,,,,,,,GB,55.378051,-3.435973,GBR
llandudno-ski-and-snowboard-centre,1.0,,,Europe,United Kingdom,Wales,126.0,0.2,0.0,0.0,0,15.254999999999999,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
llangrannog-ski-centre,1.0,,,Europe,United Kingdom,Wales,116.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
loch-insh-outdoor-centre,1.0,,,Europe,United Kingdom,Scotland,230.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
lowther-hills,1.3,,,Europe,United Kingdom,Scotland,718.0,2.0,0.0,0.0,2,0.0,-,1.3,1.0,,,,,,,GB,55.378051,-3.435973,GBR
mendip-snowsport-centre,1.0,,,Europe,United Kingdom,England,76.0,0.1,0.0,0.0,0,28.249999999999996,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
midlothian-ski-centre,1.1,,,Europe,United Kingdom,Scotland,340.0,0.4,0.1,0.0,0,13.559999999999999,UK Pound,1.1,1.1,,,,,,,GB,55.378051,-3.435973,GBR
newmilns-dry-ski-slope,1.0,,,Europe,United Kingdom,Scotland,111.0,0.2,0.0,0.0,0,39.55,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
norfolk-snowsports-club,1.0,,,Europe,United Kingdom,England,26.0,0.2,0.0,0.0,0,7.909999999999999,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
oval-sports-centre,1.0,,,Europe,United Kingdom,England,32.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
pembrey-ski-slope,1.0,,,Europe,United Kingdom,Wales,30.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
plas-y-brenin,1.0,,,Europe,United Kingdom,Wales,190.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
polmonthill-ski-centre,1.0,,,Europe,United Kingdom,Scotland,37.0,0.1,0.0,0.0,0,27.119999999999997,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
pontypool-ski-centre,1.0,,,Europe,United Kingdom,Wales,174.0,0.2,0.0,0.0,0,39.55,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
rossendale,1.2,,,Europe,United Kingdom,England,285.0,0.5,0.2,0.0,0,33.9,UK Pound,1.2,1.2,,,,,,,GB,55.378051,-3.435973,GBR
runcorn-ski-centre,1.0,,,Europe,United Kingdom,England,67.0,0.1,0.0,0.0,0,16.95,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
sandown-ski-centre,1.0,,,Europe,United Kingdom,England,41.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
silksworth-sports-complex,1.0,,,Europe,United Kingdom,England,106.0,0.2,0.0,0.0,0,56.49999999999999,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
skiplex-chiswick,1.0,,,Europe,United Kingdom,England,9.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
skiplex-reading,1.0,,,Europe,United Kingdom,England,50.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
snow-factor-braehead-renfrew,1.0,,,Europe,United Kingdom,Scotland,35.0,0.2,0.0,0.0,0,51.98,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
snowtrax-alpine-activity-centre-christchurch,1.0,,,Europe,United Kingdom,England,24.0,0.1,0.1,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
snozone-castleford,1.0,,,Europe,United Kingdom,England,60.0,0.2,0.0,0.0,0,56.488699999999994,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
southampton-snowsport-centre,1.0,,,Europe,United Kingdom,England,62.0,0.2,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
stoke-ski-centre,1.1,,,Europe,United Kingdom,England,148.0,0.2,0.1,0.0,0,0.0,-,1.1,1.1,,,,,,,GB,55.378051,-3.435973,GBR
suffolk-ski-centre,1.0,,,Europe,United Kingdom,England,35.0,0.2,0.0,0.0,0,16.95,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
summit-indoor-adventure-selby,1.0,,,Europe,United Kingdom,England,9.0,0.1,0.0,0.0,0,22.599999999999998,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
swadlincote-ski-snowboard-centre,1.0,,,Europe,United Kingdom,England,131.0,0.2,0.0,0.0,0,17.514999999999997,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
tallington-lakes,1.0,,,Europe,United Kingdom,England,17.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
tamworth-snowdome,1.0,,,Europe,United Kingdom,England,86.0,0.2,0.0,0.0,0,77.97,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
telford-ski-centre,1.0,,,Europe,United Kingdom,England,124.0,0.1,0.0,0.0,0,23.051999999999996,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
the-lecht,2.3,,,Europe,United Kingdom,Scotland,775.0,5.0,9.0,4.0,18,33.9,UK Pound,2.3,2.6,,,,,,,GB,55.378051,-3.435973,GBR
torquay-alpine-ski-club,1.0,,,Europe,United Kingdom,England,110.0,0.1,0.0,0.0,0,12.43,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
warmwell-snowsports-centre,1.0,,,Europe,United Kingdom,England,51.0,0.1,0.0,0.0,0,16.95,UK Pound,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
weardale-ski-club,1.3,,,Europe,United Kingdom,England,650.0,1.0,0.2,0.0,1,22.599999999999998,UK Pound,1.3,1.3,,,,,,,GB,55.378051,-3.435973,GBR
whickham-thorns-outdoor-activity-centre,1.0,,,Europe,United Kingdom,England,36.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,GB,55.378051,-3.435973,GBR
brezovica,2.8,,,Europe,Kosovo,Kosovo,2522.0,2.0,10.1,3.5,15,18.0,European Euro,2.3,2.6,,,,,,,XK,42.602636,20.902977,SRB
. Snow Arena – Druskininkai (indoor ski area),2.7,1.0,0.0,Europe,Lithuania,Alytus,163.0,1.2,0.0,0.0,1,29.0,European Euro,1.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,LT,55.169438,23.881275,LTU
liepkalnis-vilnius-ziemos-trasa,1.3,,,Europe,Lithuania,Vilnius,215.0,0.8,0.5,0.2,1,15.0,European Euro,1.3,1.6,,,,,,,LT,55.169438,23.881275,LTU
. Snow Valley – Peer (indoor ski area),1.0,1.0,0.0,Europe,Belgium,Flanders (Vlaanderen),102.0,0.3,0.1,0.0,0,38.0,European Euro,1.0,2.0,5.0,2.0,4.0,3.0,4.0,1.0,BE,50.503887,4.469936,BEL
. Ice Mountain (indoor ski area),1.0,1.0,0.0,Europe,Belgium,Wallonia,90.0,0.3,0.0,0.0,0,41.0,European Euro,1.0,1.0,5.0,1.0,3.0,2.0,3.0,1.0,BE,50.503887,4.469936,BEL
aspen-antwerpen,1.0,,,Europe,Belgium,Flanders (Vlaanderen),64.0,0.1,0.1,0.0,0,45.0,European Euro,1.0,1.0,,,,,,,BE,50.503887,4.469936,BEL
thier-des-rexhons-spa,1.2,,,Europe,Belgium,Wallonia,530.0,0.6,0.0,0.0,0,12.0,European Euro,1.2,1.0,,,,,,,BE,50.503887,4.469936,BEL
val-de-wanne,1.3,,,Europe,Belgium,Wallonia,480.0,0.6,0.8,0.0,1,14.0,European Euro,1.3,1.3,,,,,,,BE,50.503887,4.469936,BEL
. Hedelands Skicenter,1.0,1.0,0.0,Europe,Denmark,Denmark,78.0,0.4,0.0,0.1,0,16.900000000000002,Danish Krone,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,DK,56.26392,9.501785,DNK
copenhill-copenhagen-planned,1.1,,,Europe,Denmark,Copenhagen,85.0,0.1,0.1,0.1,0,0.0,-,1.1,1.5,,,,,,,DK,56.26392,9.501785,DNK
hoch-hylkedal-kolding,1.1,,,Europe,Denmark,Southern Denmark (Syddanmark),45.0,0.2,0.1,0.0,0,13.0,Danish Krone,1.1,1.1,,,,,,,DK,56.26392,9.501785,DNK
indoorski-roedovre,1.0,,,Europe,Denmark,Denmark,53.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,DK,56.26392,9.501785,DNK
oesterlars-bornholm,1.2,,,Europe,Denmark,Denmark,110.0,0.5,0.0,0.2,0,18.2,Danish Krone,1.2,1.2,,,,,,,DK,56.26392,9.501785,DNK
ski-arena-aarhus,1.0,,,Europe,Denmark,Central Denmark (Region Midtjylland),23.0,0.1,0.0,0.0,0,0.0,-,1.0,1.0,,,,,,,DK,56.26392,9.501785,DNK
alpine-meadows,3.0,,5.0,North America,USA,Western United States,2632.0,25.0,40.0,35.0,100,159.0,US Dollar,3.0,5.0,5.0,4.0,4.0,2.0,5.0,1.0,,32.427908,53.688046,USA
arapahoe-basin,3.0,,5.0,North America,USA,Colorado,3790.0,40.0,25.0,40.0,105,100.0,US Dollar,3.0,5.0,5.0,4.0,4.0,2.0,5.0,1.0,,32.427908,53.688046,USA
aspen-highlands,4.0,,5.0,North America,USA,Colorado,3559.0,24.3,40.5,70.2,135,169.0,US Dollar,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,,32.427908,53.688046,USA
aspen-mountain,3.0,,5.0,North America,USA,Colorado,3418.0,0.0,49.0,54.0,103,169.0,US Dollar,3.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,,32.427908,53.688046,USA
beaver-creek,4.0,,5.0,North America,USA,Colorado,3488.0,28.5,64.5,57.0,150,189.0,US Dollar,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,,32.427908,53.688046,USA
bolton-valley,3.0,,3.0,North America,USA,Vermont,960.0,15.0,10.0,5.0,30,74.0,US Dollar,3.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,,32.427908,53.688046,USA
breckenridge,4.0,,5.0,North America,USA,Colorado,3914.0,28.0,60.0,65.0,153,164.0,US Dollar,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,,32.427908,53.688046,USA
buttermilk-mountain,3.0,,2.0,North America,USA,Colorado,3018.0,11.9,13.3,8.8,34,169.0,US Dollar,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,,32.427908,53.688046,USA
heavenly,4.0,,5.0,North America,USA,Western United States,3060.0,18.0,42.0,34.0,94,152.0,US Dollar,4.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,,32.427908,53.688046,USA
keystone,4.0,,4.0,North America,USA,Colorado,3651.0,25.0,65.0,45.0,135,159.0,US Dollar,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,,32.427908,53.688046,USA
loveland,3.0,,4.0,North America,USA,Colorado,3871.0,12.0,38.0,43.0,93,75.0,US Dollar,3.0,4.0,5.0,2.0,3.0,1.0,4.0,1.0,,32.427908,53.688046,USA
mammoth-mountain,4.0,,5.0,North America,USA,California,3369.0,18.4,48.5,22.9,89,159.0,US Dollar,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,,32.427908,53.688046,USA
sierra-at-tahoe,3.0,,4.0,North America,USA,Western United States,2698.0,12.0,23.0,11.5,46,104.0,US Dollar,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,,32.427908,53.688046,USA
snowmass,5.0,,5.0,North America,USA,Colorado,3813.0,14.2,111.0,111.0,236,169.0,US Dollar,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,,32.427908,53.688046,USA
squaw-valley,4.0,,5.0,North America,USA,Western United States,2760.0,25.0,45.0,30.0,100,129.0,US Dollar,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,,32.427908,53.688046,USA
stowe,3.0,,4.0,North America,USA,Vermont,1116.0,20.0,42.0,8.0,70,131.0,US Dollar,3.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,,32.427908,53.688046,USA
telluride,4.0,,5.0,North America,USA,Colorado,3815.0,6.7,51.7,29.8,88,133.0,US Dollar,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,32.427908,53.688046,USA
vail,5.0,,5.0,North America,USA,Colorado,3433.0,57.0,84.0,93.0,234,169.0,US Dollar,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,,32.427908,53.688046,USA
whiteface-lake-placid,3.0,,4.0,North America,USA,New York,1340.0,7.0,15.0,13.0,35,94.0,US Dollar,3.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,,32.427908,53.688046,USA
winter-park-resort,4.0,,5.0,North America,USA,Colorado,3676.0,11.0,53.0,79.0,143,159.0,US Dollar,4.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,,32.427908,53.688046,USA
dena-kakan,1.2,,,Asia,Iran,Iran,2726.0,0.6,0.0,0.0,0,0.0,-,1.2,1.0,,,,,,,IR,32.427908,53.688046,IRN
dizin,2.4,,,Asia,Iran,Tehran,3506.0,5.0,9.0,4.0,18,26.856,Iranian rial,2.4,2.7,,,,,,,IR,32.427908,53.688046,IRN
sahand,1.5,,,Asia,Iran,Iran,3295.0,1.0,2.0,0.0,3,0.0,-,1.5,1.5,,,,,,,IR,32.427908,53.688046,IRN
shirbad,1.3,,,Asia,Iran,Razavi Khorasan,3200.0,0.6,0.3,0.2,1,0.0,-,1.3,1.6,,,,,,,IR,32.427908,53.688046,IRN
abali-van,2.0,,,Asia,Turkey,Eastern Anatolia,2432.0,5.5,2.0,1.2,8,0.0,-,2.0,2.3,,,,,,,TR,38.963745,35.243322,TUR
altinoran-ankara,1.1,,,Asia,Turkey,Central Anatolia,1010.0,0.1,0.2,0.0,0,0.0,-,1.1,1.1,,,,,,,TR,38.963745,35.243322,TUR
ardahan-yalnizcam,1.8,,,Asia,Turkey,Eastern Anatolia,2550.0,2.5,2.5,0.0,5,0.0,-,1.8,1.8,,,,,,,TR,38.963745,35.243322,TUR
bubi-dagi-agri,1.5,,,Asia,Turkey,Turkey,2500.0,2.0,2.0,0.0,4,0.0,-,1.5,1.5,,,,,,,TR,38.963745,35.243322,TUR
cirtkaya-bitlis,1.5,,,Asia,Turkey,Turkey,1700.0,0.0,3.0,1.0,4,0.0,-,1.5,1.5,,,,,,,TR,38.963745,35.243322,TUR
davraz-mountain-resort-isparta,2.0,,,Asia,Turkey,Mediterranean Region,2150.0,3.0,3.0,2.0,8,0.0,-,2.0,2.4,,,,,,,TR,38.963745,35.243322,TUR
erciyes-kayseri,3.4,,,Asia,Turkey,Central Anatolia,3360.0,18.0,29.4,7.6,55,8.4,Turkish lira,3.4,3.7,,,,,,,TR,38.963745,35.243322,TUR
green-park-resort-kartepe,2.4,,,Asia,Turkey,Marmara Region (Marmara Bolgesi),1699.0,15.5,1.4,2.1,19,0.0,-,2.4,2.6,,,,,,,TR,38.963745,35.243322,TUR
ilgaz-mountain-resort-kastamonu,1.7,,,Asia,Turkey,Black Sea Region (Karadeniz Bolgesi),2010.0,3.0,2.5,0.5,6,0.0,-,1.7,1.9,,,,,,,TR,38.963745,35.243322,TUR
konakli-ejder-3200-world-ski-center,2.6,,,Asia,Turkey,Eastern Anatolia,3140.0,6.0,3.0,13.0,22,4.8,Turkish lira,2.6,2.9,,,,,,,TR,38.963745,35.243322,TUR
